100000 2700
2093 1587 493
2094 729 895
2095 1972 662
2096 1448 444
2097 1822 966
2098 214 605
2099 1955 86
2100 758 185
2101 1454 558
2102 1816 391
2103 167 600
2104 1925 344
2105 1080 54
2106 1620 576
2107 1674 472
2108 1712 714
2109 869 470
2110 1692 123
2111 51 321
2112 1418 708
2113 1372 726
2114 1247 324
2115 49 222
2116 1905 878
2117 1803 747
2118 560 550
2119 833 911
2120 1577 497
2121 1492 937
2122 819 262
2123 1684 61
2124 549 897
2125 1261 997
2126 1358 170
2127 2101 199
2128 581 965
2129 1503 274
2130 133 297
2131 266 47
2132 198 475
2133 377 828
2134 107 801
2135 1816 625
2136 1439 603
2137 1828 271
2138 982 720
2139 604 173
2140 1073 313
2141 430 476
2142 824 322
2143 1930 786
2144 630 903
2145 152 880
2146 1667 112
2147 1552 275
2148 1204 118
2149 60 218
2150 1190 345
2151 1509 981
2152 823 613
2153 1445 904
2154 348 274
2155 1513 245
2156 2028 565
2157 1294 534
2158 1410 504
2159 2051 838
2160 294 52
2161 2094 705
2162 1841 822
2163 1402 790
2164 473 71
2165 1343 702
2166 3 180
2167 1082 148
2168 958 153
2169 2018 843
2170 1922 13
2171 178 148
2172 1217 128
2173 1376 518
2174 1533 866
2175 575 408
2176 350 511
2177 192 41
2178 544 141
2179 1577 457
2180 1487 990
2181 1579 325
2182 1007 39
2183 1870 655
2184 978 452
2185 2119 469
2186 1109 781
2187 1816 813
2188 2169 958
2189 1208 389
2190 1029 757
2191 1958 744
2192 1253 120
2193 314 699
2194 1080 190
2195 157 692
2196 1589 386
2197 1602 246
2198 1822 701
2199 357 137
2200 709 159
2201 516 583
2202 1651 852
2203 799 797
2204 1095 220
2205 361 814
2206 1751 389
2207 1955 955
2208 312 433
2209 104 307
2210 2029 273
2211 1188 840
2212 485 683
2213 2075 887
2214 758 530
2215 1906 766
2216 1565 992
2217 206 830
2218 523 844
2219 2058 393
2220 394 922
2221 286 916
2222 1882 781
2223 261 355
2224 518 975
2225 1620 789
2226 1137 30
2227 1981 905
2228 415 365
2229 726 634
2230 427 450
2231 59 784
2232 1553 328
2233 1432 910
2234 698 417
2235 1733 790
2236 1908 923
2237 1725 863
2238 228 917
2239 886 897
2240 1839 106
2241 1686 67
2242 796 975
2243 540 733
2244 740 632
2245 2133 240
2246 259 187
2247 494 878
2248 1582 301
2249 1928 766
2250 187 120
2251 1508 92
2252 42 87
2253 558 202
2254 1488 480
2255 689 844
2256 807 8
2257 962 610
2258 815 341
2259 195 230
2260 1072 3
2261 1953 383
2262 294 527
2263 124 300
2264 2244 420
2265 213 629
2266 1133 182
2267 1655 590
2268 893 928
2269 694 832
2270 348 272
2271 1809 51
2272 939 79
2273 1155 604
2274 59 123
2275 1788 968
2276 349 329
2277 332 706
2278 42 910
2279 979 120
2280 125 226
2281 2230 917
2282 950 300
2283 215 209
2284 1092 94
2285 1617 632
2286 2123 524
2287 977 43
2288 1065 2
2289 1035 8
2290 1389 232
2291 277 312
2292 95 854
2293 1039 846
2294 784 529
2295 2268 989
2296 880 934
2297 214 177
2298 378 106
2299 1332 995
2300 1842 916
2301 1235 846
2302 1442 923
2303 531 399
2304 707 806
2305 1085 611
2306 1972 475
2307 1997 260
2308 2108 10
2309 965 262
2310 1820 948
2311 8 620
2312 1694 461
2313 999 686
2314 1432 298
2315 944 904
2316 1280 854
2317 2063 451
2318 1150 617
2319 223 45
2320 1415 209
2321 72 59
2322 2042 541
2323 905 5
2324 1519 153
2325 412 103
2326 1015 352
2327 1309 311
2328 1631 544
2329 2248 247
2330 1192 740
2331 506 443
2332 628 448
2333 1760 711
2334 1856 689
2335 1976 617
2336 2284 84
2337 455 947
2338 1816 12
2339 535 885
2340 1331 916
2341 772 0
2342 949 943
2343 2283 480
2344 390 104
2345 2090 933
2346 771 988
2347 778 548
2348 400 598
2349 1865 400
2350 1096 131
2351 1627 920
2352 1146 32
2353 1614 996
2354 101 916
2355 1912 783
2356 2170 334
2357 295 308
2358 1640 431
2359 1958 62
2360 1494 194
2361 2130 240
2362 479 202
2363 1714 197
2364 661 947
2365 1109 543
2366 1575 247
2367 2264 286
2368 955 891
2369 2363 297
2370 1665 81
2371 1024 145
2372 1833 397
2373 599 575
2374 1942 402
2375 1244 814
2376 2351 541
2377 828 309
2378 178 91
2379 2108 969
2380 1818 649
2381 1778 576
2382 1202 855
2383 470 806
2384 593 103
2385 11 639
2386 838 613
2387 35 400
2388 1441 797
2389 162 26
2390 342 938
2391 1117 442
2392 1483 750
2393 896 744
2394 767 592
2395 995 571
2396 1011 834
2397 2007 90
2398 1695 822
2399 1950 732
2400 922 261
2401 1182 413
2402 2104 217
2403 1897 626
2404 671 821
2405 2044 545
2406 1724 373
2407 2252 608
2408 1976 635
2409 1220 147
2410 206 271
2411 1819 634
2412 1421 383
2413 2115 655
2414 327 852
2415 2348 401
2416 698 933
2417 740 909
2418 1522 664
2419 88 997
2420 94 554
2421 1442 76
2422 1505 786
2423 2037 918
2424 574 622
2425 2141 875
2426 522 69
2427 1616 135
2428 1780 225
2429 1092 724
2430 216 916
2431 667 812
2432 1715 707
2433 1852 936
2434 2427 618
2435 821 491
2436 2184 664
2437 1475 616
2438 255 978
2439 1166 619
2440 2428 93
2441 2118 84
2442 2268 828
2443 539 799
2444 2123 271
2445 442 66
2446 2296 681
2447 1263 12
2448 465 765
2449 676 836
2450 1855 84
2451 644 488
2452 1520 933
2453 398 663
2454 1378 78
2455 1264 587
2456 70 886
2457 1778 316
2458 2232 958
2459 1599 124
2460 2024 711
2461 1324 593
2462 45 910
2463 1556 625
2464 2286 226
2465 2038 650
2466 221 602
2467 2191 989
2468 263 284
2469 1957 515
2470 258 250
2471 2351 103
2472 1687 64
2473 2313 815
2474 500 58
2475 682 799
2476 445 332
2477 105 113
2478 1021 661
2479 892 776
2480 587 874
2481 1316 303
2482 30 909
2483 2482 812
2484 2226 182
2485 1852 732
2486 236 683
2487 417 469
2488 1599 65
2489 1234 455
2490 1670 629
2491 1464 202
2492 1856 706
2493 1116 686
2494 1194 689
2495 980 449
2496 1413 449
2497 766 408
2498 2076 944
2499 361 570
2500 1221 894
2501 2227 463
2502 2273 853
2503 2063 812
2504 2501 136
2505 2258 651
2506 1221 606
2507 1482 93
2508 1376 49
2509 755 416
2510 996 456
2511 588 871
2512 2218 157
2513 2156 722
2514 263 51
2515 1183 819
2516 2252 536
2517 1566 569
2518 1182 354
2519 35 119
2520 1650 437
2521 683 780
2522 559 423
2523 1271 99
2524 69 957
2525 788 457
2526 1754 74
2527 2230 1
2528 1906 205
2529 2006 993
2530 1215 400
2531 1897 592
2532 562 673
2533 1751 508
2534 558 536
2535 491 314
2536 668 500
2537 2399 590
2538 818 483
2539 164 611
2540 1835 19
2541 2000 572
2542 182 694
2543 1056 954
2544 910 763
2545 1394 570
2546 283 656
2547 2411 539
2548 17 851
2549 1806 700
2550 1981 965
2551 178 629
2552 1460 341
2553 2100 576
2554 2234 77
2555 95 230
2556 321 873
2557 620 621
2558 2334 69
2559 1730 814
2560 551 676
2561 30 489
2562 2458 291
2563 122 15
2564 1445 497
2565 1186 79
2566 208 277
2567 1618 928
2568 2056 638
2569 1603 702
2570 193 660
2571 1708 208
2572 335 294
2573 1002 300
2574 1321 318
2575 1220 235
2576 988 731
2577 165 275
2578 750 731
2579 2073 128
2580 577 772
2581 2304 610
2582 713 691
2583 2303 164
2584 833 512
2585 870 80
2586 1495 995
2587 219 170
2588 2574 202
2589 829 130
2590 1625 980
2591 2539 264
2592 1196 372
2593 1386 591
2594 1218 392
2595 1022 701
2596 138 699
2597 2219 29
2598 1463 93
2599 670 233
2600 1699 555
2601 1046 861
2602 1933 51
2603 600 658
2604 1522 595
2605 1978 333
2606 793 602
2607 1001 864
2608 294 200
2609 745 178
2610 775 655
2611 347 997
2612 564 551
2613 72 367
2614 287 24
2615 440 680
2616 857 835
2617 1288 912
2618 940 353
2619 566 649
2620 1671 989
2621 1706 176
2622 2243 378
2623 2184 994
2624 1790 883
2625 1882 235
2626 2605 285
2627 914 298
2628 2484 33
2629 31 46
2630 2587 154
2631 1347 863
2632 1881 430
2633 2049 468
2634 2230 997
2635 753 872
2636 372 492
2637 2154 632
2638 420 503
2639 1704 668
2640 1897 539
2641 1040 550
2642 1660 296
2643 2378 894
2644 1575 356
2645 184 88
2646 547 434
2647 628 260
2648 2093 424
2649 1531 755
2650 1531 965
2651 2470 183
2652 361 244
2653 909 918
2654 2048 158
2655 335 673
2656 123 328
2657 1142 709
2658 1801 496
2659 1641 363
2660 2265 440
2661 1524 253
2662 1662 636
2663 1664 744
2664 2089 497
2665 2492 777
2666 2338 303
2667 2437 66
2668 1984 150
2669 1632 968
2670 1328 760
2671 1089 631
2672 1479 805
2673 1982 939
2674 971 733
2675 1113 820
2676 228 698
2677 890 134
2678 418 770
2679 197 30
2680 457 419
2681 618 356
2682 1625 479
2683 352 618
2684 1333 778
2685 2287 413
2686 1260 820
2687 2495 690
2688 1877 712
2689 2316 725
2690 467 140
2691 1652 694
2692 2155 672
2693 1836 295
2694 2347 392
2695 1038 211
2696 1090 88
2697 1536 150
2698 728 689
2699 2684 226
2700 2388 311
2701 1402 21
2702 286 36
2703 1664 948
2704 1027 891
2705 2412 358
2706 1580 502
2707 479 90
2708 1801 51
2709 1135 105
2710 869 308
2711 1378 344
2712 1172 72
2713 288 113
2714 2544 194
2715 559 846
2716 2611 222
2717 1819 83
2718 679 106
2719 2374 223
2720 1661 776
2721 1484 96
2722 1443 267
2723 1880 984
2724 1469 963
2725 2653 957
2726 761 617
2727 2416 359
2728 1606 639
2729 1905 928
2730 297 746
2731 2310 868
2732 1817 544
2733 1933 805
2734 468 260
2735 2097 605
2736 557 441
2737 1093 883
2738 2232 694
2739 1756 174
2740 2460 837
2741 1995 455
2742 880 701
2743 1597 741
2744 2356 532
2745 147 526
2746 607 928
2747 2710 597
2748 169 50
2749 1848 792
2750 2387 606
2751 2012 530
2752 1279 592
2753 1393 782
2754 10 998
2755 2732 81
2756 1566 246
2757 1806 202
2758 1979 243
2759 219 518
2760 870 889
2761 1339 502
2762 1200 32
2763 1741 926
2764 1608 207
2765 1195 134
2766 1759 135
2767 1872 69
2768 88 70
2769 1073 694
2770 604 508
2771 911 458
2772 1830 180
2773 317 870
2774 1570 84
2775 32 71
2776 953 126
2777 1788 929
2778 401 614
2779 39 677
2780 1111 121
2781 840 27
2782 1039 78
2783 1349 456
2784 2740 463
2785 1505 680
2786 2778 592
2787 1242 290
2788 1920 380
2789 1208 152
2790 2680 2
2791 1454 125
2792 680 439
2793 2764 717
2794 2739 261
2795 1101 766
2796 682 404
2797 1409 656
2798 2104 157
2799 573 380
2800 2684 348
2801 2498 438
2802 1183 198
2803 2021 18
2804 536 215
2805 1938 637
2806 1290 367
2807 2614 34
2808 2392 641
2809 570 75
2810 297 642
2811 1295 380
2812 2097 237
2813 2545 468
2814 2740 545
2815 289 135
2816 810 944
2817 1176 62
2818 2817 310
2819 59 779
2820 333 704
2821 335 203
2822 265 687
2823 277 831
2824 2427 445
2825 838 394
2826 596 419
2827 1545 517
2828 1416 105
2829 2037 368
2830 2812 259
2831 1465 32
2832 2641 88
2833 621 601
2834 1668 309
2835 1044 105
2836 1413 415
2837 929 796
2838 2601 338
2839 207 974
2840 2063 495
2841 2306 647
2842 412 417
2843 1704 1
2844 1666 424
2845 892 51
2846 1929 506
2847 1940 600
2848 234 361
2849 2022 415
2850 300 637
2851 2571 977
2852 2088 473
2853 473 679
2854 1887 280
2855 1012 383
2856 603 884
2857 2579 132
2858 1649 481
2859 845 587
2860 2715 460
2861 1077 220
2862 170 935
2863 1786 127
2864 340 825
2865 324 557
2866 2585 556
2867 216 667
2868 1411 735
2869 2072 33
2870 1987 885
2871 2641 307
2872 2208 280
2873 608 631
2874 74 871
2875 747 559
2876 1423 746
2877 172 76
2878 304 956
2879 1800 317
2880 789 77
2881 568 774
2882 403 648
2883 947 623
2884 170 832
2885 1403 562
2886 2789 4
2887 1052 270
2888 1479 302
2889 1138 301
2890 2343 569
2891 2065 885
2892 2875 790
2893 1699 774
2894 2331 421
2895 2154 128
2896 2797 578
2897 826 412
2898 2163 972
2899 441 195
2900 1534 551
2901 904 836
2902 2629 592
2903 1944 178
2904 1728 837
2905 1871 111
2906 2880 444
2907 2735 759
2908 2129 220
2909 1008 28
2910 2172 84
2911 2436 658
2912 1937 997
2913 2228 600
2914 1668 649
2915 1473 576
2916 1325 513
2917 1706 625
2918 420 100
2919 1463 655
2920 229 447
2921 1875 838
2922 1741 366
2923 903 206
2924 1002 247
2925 151 96
2926 397 477
2927 622 224
2928 706 761
2929 722 13
2930 1041 186
2931 2269 900
2932 1265 856
2933 596 205
2934 770 212
2935 2511 644
2936 1285 791
2937 2460 83
2938 1287 130
2939 53 745
2940 2873 946
2941 106 822
2942 1979 473
2943 198 142
2944 2560 643
2945 883 847
2946 1239 812
2947 2229 754
2948 446 92
2949 2815 67
2950 2770 18
2951 1685 180
2952 1125 514
2953 159 27
2954 560 601
2955 1516 371
2956 2927 708
2957 2849 460
2958 2781 784
2959 821 405
2960 832 4
2961 1921 367
2962 2850 535
2963 2615 899
2964 1574 346
2965 2351 846
2966 1110 157
2967 181 391
2968 1930 227
2969 2773 972
2970 2659 701
2971 2463 874
2972 1333 688
2973 1938 546
2974 1021 87
2975 1161 826
2976 1847 847
2977 1097 335
2978 2555 486
2979 1482 787
2980 2095 720
2981 2175 997
2982 1823 999
2983 2204 257
2984 1098 686
2985 2575 999
2986 872 904
2987 2507 13
2988 2730 475
2989 304 890
2990 2973 936
2991 2004 932
2992 1181 831
2993 2747 627
2994 1885 462
2995 2108 223
2996 332 637
2997 2472 649
2998 2655 113
2999 756 422
3000 272 333
3001 1995 912
3002 421 725
3003 459 79
3004 738 474
3005 673 566
3006 232 841
3007 161 854
3008 566 476
3009 2152 620
3010 1762 846
3011 1631 714
3012 2443 498
3013 1973 217
3014 1714 575
3015 2249 448
3016 2516 769
3017 1597 831
3018 2197 724
3019 1901 380
3020 1787 467
3021 2489 53
3022 2883 764
3023 1891 664
3024 2170 903
3025 1576 755
3026 1238 763
3027 1368 448
3028 2913 40
3029 811 907
3030 118 148
3031 788 555
3032 1108 783
3033 1476 219
3034 795 308
3035 2758 648
3036 2580 301
3037 629 701
3038 502 2
3039 2561 124
3040 1228 110
3041 1140 699
3042 1904 556
3043 1989 365
3044 1794 347
3045 750 527
3046 259 735
3047 2234 358
3048 152 934
3049 1784 788
3050 1221 782
3051 393 228
3052 1648 724
3053 916 576
3054 1158 773
3055 1628 619
3056 56 731
3057 3043 739
3058 498 34
3059 1726 854
3060 1719 465
3061 1947 834
3062 302 480
3063 831 571
3064 1554 173
3065 2258 18
3066 1521 634
3067 2771 649
3068 1101 517
3069 1083 347
3070 359 855
3071 3029 240
3072 1178 322
3073 929 292
3074 2608 569
3075 50 108
3076 1984 128
3077 2208 893
3078 2632 776
3079 2719 841
3080 1719 366
3081 461 247
3082 1711 221
3083 2571 820
3084 1948 977
3085 1097 423
3086 229 682
3087 2743 423
3088 2472 455
3089 298 189
3090 1110 525
3091 1126 673
3092 477 822
3093 2138 787
3094 1337 282
3095 2885 268
3096 2059 853
3097 2150 423
3098 2004 640
3099 1205 238
3100 836 482
3101 2865 0
3102 2389 19
3103 2457 627
3104 298 741
3105 1811 884
3106 79 342
3107 1871 788
3108 2853 749
3109 232 98
3110 323 914
3111 291 119
3112 1008 474
3113 106 184
3114 1127 792
3115 704 426
3116 2400 196
3117 2819 678
3118 2767 796
3119 1350 959
3120 91 912
3121 57 121
3122 1086 27
3123 1127 352
3124 682 608
3125 2047 660
3126 81 772
3127 1383 736
3128 545 77
3129 1468 154
3130 2786 70
3131 2658 542
3132 2844 115
3133 1169 359
3134 2782 985
3135 2839 381
3136 1279 152
3137 1220 161
3138 2461 455
3139 2661 770
3140 35 789
3141 774 762
3142 863 557
3143 1446 776
3144 2762 869
3145 857 72
3146 2416 233
3147 1753 599
3148 2550 215
3149 328 440
3150 1146 473
3151 1881 4
3152 366 880
3153 1929 253
3154 239 730
3155 2092 396
3156 2425 812
3157 703 721
3158 1132 249
3159 1182 86
3160 2808 276
3161 1653 486
3162 2199 978
3163 1256 579
3164 2238 607
3165 101 440
3166 466 237
3167 74 978
3168 602 723
3169 1870 280
3170 3125 530
3171 2250 785
3172 3116 118
3173 2876 966
3174 2480 479
3175 3010 74
3176 2727 739
3177 1750 347
3178 1510 585
3179 213 874
3180 2945 104
3181 3079 575
3182 2352 979
3183 19 788
3184 2554 9
3185 1995 778
3186 236 334
3187 1880 415
3188 1385 732
3189 2117 14
3190 2444 18
3191 240 80
3192 784 784
3193 3010 315
3194 2069 225
3195 1284 917
3196 230 932
3197 841 488
3198 2020 617
3199 2519 694
3200 1338 911
3201 3019 785
3202 1017 350
3203 2068 71
3204 953 152
3205 2785 139
3206 2059 269
3207 2667 118
3208 2551 466
3209 942 234
3210 2190 517
3211 815 844
3212 1957 65
3213 1031 804
3214 2900 51
3215 995 40
3216 1305 959
3217 2579 891
3218 284 33
3219 2357 860
3220 2003 67
3221 1868 757
3222 2777 410
3223 60 677
3224 1332 358
3225 2638 893
3226 2594 882
3227 1865 358
3228 606 63
3229 1338 814
3230 437 819
3231 487 191
3232 1351 708
3233 2275 253
3234 95 860
3235 1022 709
3236 123 921
3237 501 932
3238 2039 690
3239 1951 688
3240 2489 728
3241 173 885
3242 1524 980
3243 1013 901
3244 976 791
3245 1689 25
3246 2395 242
3247 2382 555
3248 3032 473
3249 979 492
3250 1676 212
3251 1132 175
3252 1965 396
3253 2242 941
3254 3016 553
3255 1624 228
3256 1629 764
3257 1206 163
3258 1180 545
3259 2143 553
3260 383 422
3261 2090 566
3262 2242 4
3263 33 54
3264 1749 458
3265 160 240
3266 2705 719
3267 2734 261
3268 2590 502
3269 2549 988
3270 2908 305
3271 1413 703
3272 2 178
3273 128 699
3274 1272 412
3275 1281 84
3276 576 59
3277 418 477
3278 1819 915
3279 3148 663
3280 1600 519
3281 864 165
3282 2849 213
3283 1462 105
3284 1887 557
3285 13 526
3286 1912 656
3287 2283 908
3288 170 134
3289 1336 670
3290 1060 305
3291 3014 101
3292 2746 723
3293 1780 380
3294 1683 482
3295 1117 16
3296 2754 335
3297 2377 667
3298 825 656
3299 556 413
3300 3293 73
3301 2470 457
3302 303 468
3303 84 69
3304 3077 902
3305 1708 278
3306 3139 317
3307 2626 706
3308 2300 883
3309 3069 945
3310 927 533
3311 1721 985
3312 306 840
3313 2795 606
3314 2349 722
3315 1563 123
3316 1105 958
3317 2337 351
3318 2009 290
3319 645 942
3320 903 953
3321 3114 84
3322 2771 284
3323 1817 630
3324 60 159
3325 2875 477
3326 2616 390
3327 489 898
3328 2792 574
3329 98 963
3330 3147 222
3331 1447 420
3332 887 439
3333 1586 943
3334 1751 688
3335 3018 660
3336 978 621
3337 2386 775
3338 1019 222
3339 2266 841
3340 1319 449
3341 583 89
3342 1138 662
3343 1996 679
3344 1657 301
3345 162 478
3346 1696 596
3347 2915 881
3348 1899 244
3349 878 833
3350 2265 372
3351 1385 844
3352 727 697
3353 1388 230
3354 94 865
3355 2142 826
3356 2429 171
3357 3004 120
3358 972 373
3359 2833 856
3360 1944 910
3361 799 433
3362 3170 882
3363 3173 331
3364 1069 961
3365 2048 134
3366 2448 626
3367 878 753
3368 544 511
3369 1592 930
3370 3367 164
3371 922 607
3372 392 907
3373 2950 261
3374 2721 543
3375 706 35
3376 3279 665
3377 1713 193
3378 2455 402
3379 3129 90
3380 2288 39
3381 3206 690
3382 2502 520
3383 2375 271
3384 826 263
3385 271 369
3386 1721 67
3387 2593 643
3388 670 580
3389 667 249
3390 3246 736
3391 454 448
3392 1028 762
3393 3267 357
3394 1900 658
3395 1564 553
3396 689 580
3397 2088 708
3398 2390 177
3399 3060 733
3400 2482 900
3401 2153 737
3402 2224 524
3403 1943 174
3404 3144 78
3405 2047 568
3406 498 87
3407 3264 221
3408 2665 967
3409 3096 577
3410 3007 802
3411 510 521
3412 581 129
3413 1410 887
3414 3382 474
3415 131 998
3416 2616 80
3417 1910 886
3418 3100 566
3419 228 678
3420 2491 427
3421 1598 994
3422 2682 3
3423 1723 566
3424 398 111
3425 2883 564
3426 1962 147
3427 482 304
3428 2323 573
3429 3045 729
3430 1781 717
3431 109 935
3432 2946 109
3433 3413 331
3434 3167 276
3435 1036 313
3436 2604 811
3437 2696 263
3438 1322 735
3439 576 565
3440 695 90
3441 697 798
3442 3135 673
3443 3405 911
3444 1945 821
3445 2943 560
3446 2258 374
3447 2007 806
3448 2821 410
3449 2004 939
3450 700 668
3451 1959 984
3452 2959 749
3453 1240 985
3454 1106 286
3455 1589 598
3456 383 475
3457 1078 486
3458 3381 322
3459 1146 169
3460 2666 50
3461 164 210
3462 1201 108
3463 2158 549
3464 2909 808
3465 1088 841
3466 449 694
3467 2746 861
3468 2190 341
3469 1683 544
3470 1345 356
3471 2758 884
3472 232 793
3473 1634 487
3474 483 166
3475 1170 680
3476 2708 564
3477 3392 928
3478 541 68
3479 3477 207
3480 2648 239
3481 3342 984
3482 1028 338
3483 2942 225
3484 133 417
3485 2552 457
3486 2949 259
3487 2064 120
3488 2976 242
3489 3095 982
3490 1071 142
3491 2070 375
3492 659 214
3493 2785 619
3494 522 575
3495 807 97
3496 307 911
3497 1163 845
3498 39 518
3499 2216 305
3500 1195 530
3501 2510 392
3502 1555 143
3503 356 373
3504 1785 939
3505 2352 977
3506 3030 219
3507 725 868
3508 2761 750
3509 3019 500
3510 3085 395
3511 1323 242
3512 2092 636
3513 392 947
3514 1832 962
3515 2054 537
3516 3306 681
3517 341 674
3518 207 540
3519 236 209
